0, 79.0, 0.37560829520225525
1, 79.0, 0.37551650404930115
2, 104.0, 0.37532511353492737
3, 72.0, 0.37512707710266113
4, 26.0, 0.3749311864376068
5, -23.0, 0.3747374713420868
6, -140.0, 0.3745408356189728
7, -247.0, 0.37434500455856323
8, -155.0, 0.3741436302661896
9, 3.0, 0.3739480674266815
10, -72.0, 0.3737541735172272
11, -148.0, 0.3735603392124176
12, 170.0, 0.3733644485473633
13, 487.0, 0.37316325306892395
14, 243.0, 0.3729715645313263
15, -153.0, 0.37277495861053467
16, -103.0, 0.37257513403892517
17, 25.0, 0.37237921357154846
18, -306.0, 0.3721853792667389
19, -732.0, 0.37199148535728455
20, -753.0, 0.3717939555644989
21, -723.0, 0.37159600853919983
22, -1078.0, 0.37139785289764404
23, -1300.0, 0.3712063133716583
24, -866.0, 0.37101051211357117
25, -432.0, 0.37081456184387207
26, -600.0, 0.37061643600463867
27, -634.0, 0.37042054533958435
28, 111.0, 0.3702286183834076
29, 983.0, 0.3700270354747772
30, 1403.0, 0.3698311746120453
31, 1769.0, 0.3696375787258148
32, 2321.0, 0.36944594979286194
33, 2566.0, 0.3692499101161957
34, 2198.0, 0.36904504895210266
35, 1715.0, 0.3688490092754364
36, 1542.0, 0.3686541020870209
37, 1061.0, 0.36845818161964417
38, -172.0, 0.36826255917549133
39, -1180.0, 0.36806678771972656
40, -1469.0, 0.36787286400794983
41, -2059.0, 0.3676776587963104
42, -2795.0, 0.3674796223640442
43, -2366.0, 0.36727914214134216
44, -1605.0, 0.36708521842956543
45, -1950.0, 0.3668917715549469
46, -1885.0, 0.3666980266571045
47, 115.0, 0.36649999022483826
48, 1846.0, 0.36630210280418396
49, 1281.0, 0.36611026525497437
50, 840.0, 0.36590835452079773
51, 2717.0, 0.3657122850418091
52, 3697.0, 0.3655188977718353
53, 1050.0, 0.36532506346702576
54, -1122.0, 0.3651312291622162
55, 622.0, 0.3649284839630127
56, 1959.0, 0.3647327125072479
57, -687.0, 0.3645375967025757
58, -3137.0, 0.36434367299079895
59, -1731.0, 0.3641481101512909
60, 89.0, 0.36395004391670227
61, -1225.0, 0.36375412344932556
62, -2740.0, 0.3635590672492981
63, -829.0, 0.3635590672492981
349, 938.0, 0.3423500061035156
350, 444.0, 0.35096797347068787
351, -1937.0, 0.35336610674858093
352, -2324.0, 0.3534788489341736
353, -801.0, 0.3544226586818695
354, -1391.0, 0.3536169230937958
355, -3059.0, 0.35340186953544617
356, -1099.0, 0.3538886308670044
357, 2408.0, 0.3547154664993286
358, 1511.0, 0.35269057750701904
359, -1405.0, 0.35165664553642273
360, 99.0, 0.35000187158584595
361, 3099.0, 0.35388463735580444
362, 1042.0, 0.35850968956947327
363, -2644.0, 0.35491129755973816
364, -1440.0, 0.35440555214881897
365, 1247.0, 0.3572038412094116
366, -460.0, 0.3564830720424652
367, -3213.0, 0.35712629556655884
368, -1594.0, 0.360201895236969
369, 1742.0, 0.3600384593009949
370, 1914.0, 0.3523222506046295
371, 557.0, 0.34514525532722473
372, 1444.0, 0.34141480922698975
373, 2521.0, 0.34308868646621704
374, -47.0, 0.3347535729408264
375, -3071.0, 0.34524229168891907
376, -875.0, 0.3605566620826721
377, 3273.0, 0.35498303174972534
378, 2039.0, 0.355849951505661
379, -2433.0, 0.3536509871482849
380, -2637.0, 0.36397886276245117
381, 838.0, 0.37188035249710083
382, 2152.0, 0.36744049191474915
383, 1060.0, 0.347915381193161
384, 901.0, 0.32682856917381287
385, 1539.0, 0.32063156366348267
386, 1349.0, 0.31445613503456116
387, 995.0, 0.310375839471817
388, 1303.0, 0.3086896538734436
389, 1483.0, 0.30999138951301575
390, 994.0, 0.30443158745765686
391, 210.0, 0.277316689491272
392, -743.0, 0.26284027099609375
393, -1716.0, 0.28144997358322144
394, -1931.0, 0.29834580421447754
395, -1321.0, 0.30063048005104065
396, -1224.0, 0.31281015276908875
397, -2198.0, 0.3246484696865082
398, -2699.0, 0.30837535858154297
399, -1598.0, 0.29710960388183594
400, -388.0, 0.29217252135276794
401, -1121.0, 0.2724258303642273
402, -2779.0, 0.25387582182884216
403, -2333.0, 0.26484763622283936
404, 521.0, 0.27507439255714417
405, 2492.0, 0.2665100693702698
178, 1493.0, 0.31106671690940857
179, -870.0, 0.31147363781929016
180, -1362.0, 0.3174249827861786
181, -631.0, 0.3193982243537903
182, -926.0, 0.31786781549453735
183, -165.0, 0.3171403706073761
184, 1703.0, 0.31495964527130127
185, 733.0, 0.31504741311073303
186, -2039.0, 0.31099647283554077
187, -1552.0, 0.3080403506755829
188, 1519.0, 0.30850526690483093
189, 2431.0, 0.3096809983253479
190, 101.0, 0.3083210289478302
191, -2138.0, 0.30951035022735596
192, -1315.0, 0.3107689917087555
193, 1063.0, 0.3064087927341461
194, 1196.0, 0.30386438965797424
195, -441.0, 0.3072280287742615
196, -447.0, 0.3056345283985138
197, 428.0, 0.2994644045829773
198, -389.0, 0.3008033335208893
199, -1114.0, 0.3011656105518341
200, 288.0, 0.30013787746429443
201, 1448.0, 0.2972949743270874
202, 819.0, 0.2979746460914612
203, 620.0, 0.3048257827758789
204, 1532.0, 0.3110351264476776
205, 1516.0, 0.3134431540966034
206, 321.0, 0.31511759757995605
207, -675.0, 0.32589268684387207
208, -1465.0, 0.3195544183254242
209, -1805.0, 0.30606895685195923
210, -724.0, 0.30516889691352844
211, 370.0, 0.30507588386535645
212, -374.0, 0.30021896958351135
213, -1307.0, 0.2939356565475464
214, -865.0, 0.2921583354473114
215, -654.0, 0.29080501198768616
