Density,Sonic,Gamma
2078.9268,483.1253,74.204
2092.5415,483.1253,77.0747
2089.1072,483.1253,80.5371
2093.0464,483.1253,81.6127
2089.3943,483.1253,84.4459
2103.4878,483.1253,84.5203
2103.1382,483.1253,85.1781
2100.9297,483.1253,86.5272
2105.2,483.1253,85.6263
2101.7227,483.1253,85.6263
2095.0798,483.1253,85.6263
2101.4287,483.1253,83.4423
2109.8418,483.1253,80.7342
2114.9338,483.1253,79.338
2124.6199,483.1253,75.0683
2141.2241,483.1253,74.6744
2150.0547,483.1253,74.6744
2147.7073,483.1253,77.3914
2141.6946,483.1253,77.8098
2140.0332,483.1253,77.8098
2134.126,483.1253,74.2845
2120.7178,483.1253,73.3939
2120.4541,483.1253,72.8962
2107.0894,483.1253,72.6504
2095.187,483.1253,71.023
2083.6775,483.1253,70.5029
2072.6243,483.1253,70.5029
2067.1973,483.1253,71.1125
2074.7842,483.1253,73.248
2097.3582,483.1253,76.2363
2116.2659,483.1253,78.2619
2115.8662,483.1253,81.9034
2113.0132,483.1253,84.8266
2116.1741,483.1253,86.2936
2116.1418,483.1253,86.7907
2112.0466,483.1253,86.7907
2113.6401,483.1253,84.0206
2120.8743,483.1253,81.8443
2140.6743,483.1253,81.8443
2143.4377,483.1253,82.2306
2115.7681,483.1253,82.775
2092.0764,483.1253,82.9585
2088.5798,483.1253,83.3015
2097.7288,483.1253,84.0745
2107.9478,483.1253,84.5573
2122.5522,483.1253,84.3826
2131.1191,483.1253,84.1129
2125.3965,483.1253,84.1129
2124.0413,483.1253,83.4047
2120.8257,483.1253,80.7358
2125.2019,483.1253,77.1156
2139.6692,483.1253,75.1675
2156.1804,483.1253,75.1675
2143.124,483.1253,75.4141
2135.4309,483.1253,76.7662
2146.5918,483.1253,78.9034
2146.5291,483.1253,79.4821
2150.4138,483.1253,80.2325
2147.1536,483.1253,81.7996
2156.676,483.1253,81.0113
2156.8926,483.1253,82.1296
2131.1284,483.1253,82.4053
2124.384,483.1253,82.4123
2129.9731,483.1253,82.5149
2128.3279,483.1253,83.2208
2121.8787,483.1253,83.2208
2119.0188,483.1253,83.3955
2132.9065,483.1253,85.4173
2132.3999,483.1253,85.686
2148.5598,483.1253,86.0496
2144.1804,483.1253,87.342
2120.7,483.1253,87.5179
2098.5999,483.1253,87.5179
2102.252,483.1253,88.5654
2124.7351,483.1253,89.2999
2122.1624,483.1253,89.3245
2138.7124,483.1253,86.4309
2130.0576,483.1253,86.2253
2127.1143,483.1253,84.9707
2111.4688,483.1253,83.4649
2104.4338,483.1253,83.2892
2093.4585,483.1253,83.2892
2093.1282,483.1253,85.2844
2093.3174,483.1253,85.6641
2099.1111,483.1253,85.6641
2108.116,483.1253,86.9758
2103.7556,483.1253,87.1603
2112.5398,483.1253,85.9145
2122.772,483.1253,85.5356
2130.043,483.1253,85.1474
2124.907,483.1253,84.4946
2122.1001,483.1253,83.9255
2119.3789,483.1253,82.487
2106.8977,483.1253,81.5268
2102.0115,483.1253,81.347
2105.5039,483.1253,80.8915
2113.5562,483.1253,80.6279
2115.7598,483.1253,80.6279
2108.3772,483.1253,81.095
2104.1702,483.1253,81.8193
2095.6133,483.1253,82.1602
2090.8943,483.1253,82.1913
2096.1755,483.1253,82.1551
2105.283,483.1253,81.9123
2114.8994,483.1253,81.7088
2126.803,483.1253,81.7088
2131.7554,483.1253,83.1348
2127.6604,483.1253,84.9302
2125.0005,483.1253,85.0272
2117.8987,483.1253,85.2069
2116.8784,483.1253,85.4687
2120.1394,483.1253,85.4687
2121.2522,483.1253,85.396
2119.0005,483.1253,85.2669
2100.8079,483.1253,85.2669
2082.5615,483.1253,85.252
2080.8506,483.1253,85.23
2100.301,483.1253,85.2087
2104.5007,483.1253,85.0887
2088.4036,483.1253,84.8525
2101.5557,483.1253,83.9581
2110.0669,483.1253,83.3783
2103.5361,483.1253,83.3324
2085.5808,483.1253,83.3324
2090.321,483.1253,83.3324
2104.2036,483.1253,83.5492
2085.2151,483.1253,84.746
2096.8604,483.1253,84.746
2114.5364,483.1253,84.6567
2113.3726,483.1253,83.9118
2131.5095,483.1253,83.8852
2112.2358,483.1253,83.5241
2124.7119,483.1253,83.0568
2110.8799,483.1253,83.2914
2117.3999,483.1253,83.551
2117.3999,483.1253,83.551
2121.97,483.1253,84.9471
2109.0571,483.1253,86.3018
2109.3723,483.1253,86.3389
2118.208,483.1253,86.3389
2130.2849,483.1253,86.4784
2130.5603,483.1253,85.7041
2133.9841,483.1253,85.6299
2119.2642,483.1253,86.273
2108.8774,483.1253,86.3607
2100.9963,483.1253,85.6854
2103.4675,483.1253,85.3425
2097.2058,483.1253,84.9138
2099.281,483.1253,84.8255
2090.7544,483.1253,85.0686
2098.0161,483.1253,85.1344
2103.8628,483.1253,84.5055
2101.9392,483.1253,83.2261
2113.2856,483.1253,79.9792
2115.4841,483.1253,78.3666
2115.9795,483.1253,77.5748
2110.0315,483.1253,77.3086
2110.5242,483.1253,77.3086
2109.4265,483.1253,78.6307
2120.4238,483.1253,79.7197
2124.0544,483.1253,79.926
2128.5615,483.1253,79.926
2132.3682,483.1253,79.7342
2128.1267,483.1253,78.1706
2123.7043,483.1253,77.0553
2130.5715,483.1253,77.0553
2148.1187,483.1253,77.0553
2162.092,483.1253,76.2614
2166.552,483.1253,74.6919
2163.3723,483.1253,73.6785
2154.6182,483.1253,73.4547
2135.0229,483.1253,73.6367
2106.3503,483.1253,73.8983
2094.2634,483.1253,75.1332
2091.6069,483.1253,77.7322
2079.1514,483.1253,79.5184
2085.6035,483.1253,80.6079
2094.0681,483.1253,81.2915
2098.8247,483.1253,82.1782
2105.511,483.1253,82.7634
2110.9961,483.1253,82.9297
2099.8196,483.1253,82.9297
2102.5942,483.1253,82.6327
2109.9458,483.1253,81.7202
2125.7087,483.1253,81.3965
2144.0652,483.1253,80.6718
2137.219,483.1253,79.9837
2117.1946,483.1253,77.5354
2128.5188,483.1253,77.5354
2147.5444,483.1253,77.5354
2143.0342,483.1253,77.5319
2128.0652,483.1253,77.4734
2110.0898,483.1253,77.1831
2096.855,483.1253,76.9909
2089.679,483.1253,77.0051
2077.0713,483.1253,77.2651
2082.9172,483.1253,78.5462
2092.2864,483.1253,78.9409
2106.0017,483.1253,78.9907
2110.5,483.1253,78.9907
2096.4905,483.1253,79.9707
2108.7747,483.1253,81.5874
2122.0684,483.1253,82.9414
2117.6582,483.1253,83.6948
2124.2939,483.1253,84.0849
2120.6379,483.1253,85.0897
2103.4385,483.1253,84.1041
2104.532,483.1253,83.9656
2111.1455,483.1253,83.9656
2102.1987,483.1253,82.6219
2118.9832,483.1253,81.3513
2119.8347,483.1253,81.1384
2127.5093,483.1253,82.1129
2121.1152,483.1253,82.4994
2111.3013,483.1253,82.5382
2102.8003,483.1253,82.5382
2102.8081,483.1253,81.0755
2106.0962,483.1253,80.526
2108.8342,483.1253,80.526
2106.8115,483.1253,80.6898
2120.3696,483.1253,81.451
2119.0046,483.1253,81.7929
2122.1814,483.1253,81.2583
2131.6467,483.1253,81.4667
2135.3601,483.1253,81.8841
2128.76,483.1253,81.9449
2123.8567,483.1253,82.3734
2133.5828,483.1253,82.7007
2134.9949,483.1253,82.2973
2137.3062,483.1253,81.125
2134.3096,483.1253,80.0963
2126.6365,483.1253,79.8314
2133.9775,483.1253,79.8314
2143.7546,483.1253,79.7178
2144.9045,483.1253,79.581
2140.0415,483.1253,79.581
2136.4749,483.1253,79.581
2127.6101,483.1253,79.7082
2123.8215,483.1253,79.9042
2118.6445,483.1253,79.9352
2107.104,483.1253,79.9903
2113.9673,483.1253,79.9622
2130.1436,483.1253,79.4969
2132.8269,483.1253,78.7795
2128.3879,483.1253,79.2017
2134.6743,483.1253,79.2017
2144.3374,483.1253,79.3564
2161.9917,483.1253,79.9451
2152.6663,483.1253,80.6187
2143.1406,483.1253,81.8112
2141.3037,483.1253,82.2719
2121.1633,483.1253,82.2719
2107.8528,483.1253,82.0682
2111.4014,483.1253,80.852
2122.4963,483.1253,80.2559
2126.8938,483.1253,80.3295
2122.6819,483.1253,80.9438
2140.2673,483.1253,80.8355
2137.9019,483.1253,79.5253
2125.3181,483.1253,80.4299
2118.6804,483.1253,79.8468
2121.6514,483.1253,79.8478
2129.5,483.1253,80.0043
2121.0554,483.1253,80.0043
2138.8159,483.1253,79.851
2134.6914,483.1253,76.6298
2138.4778,483.1253,76.4962
2120.2571,483.1253,76.4962
2136.793,483.1253,78.8029
2121.7864,483.1253,84.4937
2124.0237,483.1253,85.144
2144.6255,483.1253,85.144
2173.6064,483.1253,82.7288
2175.6326,483.1253,81.6562
2166.8828,483.1253,81.5022
2167.2407,483.1253,80.389
2156.0776,483.1253,79.6214
2146.4583,483.1253,79.1163
2139.6025,483.1253,78.3867
2133.1597,483.1253,78.185
2139.4651,483.1253,77.9852
2152.6389,483.1253,77.4861
2158.9976,483.1253,76.5274
2151.0396,483.1253,76.1698
2129.7053,483.1253,76.2524
2125.3076,483.1253,76.2962
2140.4983,483.1253,76.4745
2138.8403,483.1253,77.0444
2149.0452,483.1253,77.528
2166.5803,483.1253,77.7815
2165.7419,483.1253,78.1503
2138.5613,483.1253,79.4975
2120.0161,483.1253,80.4627
2123.3291,483.1253,80.4857
2129.6064,483.1253,80.4617
2137.3726,483.1253,80.4371
2149.656,483.1253,80.4598
2156.3452,483.1253,80.8068
2154.0168,483.1253,81.6571
2150.082,483.1253,82.7816
2148.0632,483.1253,83.5384
2150.9456,483.1253,83.3246
2140.9993,483.1253,82.9855
2128.5232,483.1253,82.787
2118.2,483.1253,81.6056
2117.7559,483.1253,78.6863
2136.6111,483.1253,75.7687
2150.5288,483.1253,75.2326
2160.9773,483.1253,74.9724
2161.8684,483.1253,74.8686
2161.5408,483.1253,74.5801
2176.2671,483.1253,74.2189
2159.4309,483.1253,74.7427
2163.0627,483.1253,74.6115
2172.3625,483.1253,74.0654
2173.7432,483.1253,74.1091
2194.0486,483.1253,74.2882
2189.8801,483.1253,73.9949
2172.1897,483.1253,73.9767
2148.2466,483.1253,73.5412
2151.135,483.1253,69.3166
2146.4141,483.1253,69.0745
2154.2935,483.1253,66.8245
2140.3928,483.1253,66.0617
2154.6934,483.1253,66.0617
2168.9031,483.1253,66.0621
2176.8999,483.1253,66.9707
2174.4336,483.1253,66.9707
2162.9937,483.1253,66.9707
2156.4968,483.1253,65.7524
2176.8252,483.1253,65.6931
2209.3118,483.1253,65.6931
2206.7402,483.1253,66.2206
2222.0757,483.1253,66.9935
2230.3042,483.1253,67.7653
2220.4456,483.1253,69.132
2223.2205,483.1253,69.3496
2220.7107,483.1253,69.3496
2231.8591,483.1253,68.2372
2233.3508,483.1253,67.9178
2222.8684,483.1253,67.9016
2194.5828,483.1253,67.9009
2188.4663,483.1253,67.9032
2195.4978,483.1253,69.5237
2225.5112,483.1253,70.994
2236.3918,483.1253,71.9949
2219.7737,483.1253,72.284
2208.666,483.1253,72.284
2194.7095,483.1253,71.6186
2176.4033,483.1253,70.971
2160.927,483.1253,69.1725
2167.9468,483.1253,67.8753
2176.0652,483.1253,67.2705
2175.5032,483.1253,66.0441
2182.6172,483.1253,65.3363
2196.1204,483.1253,65.3363
2199.8391,483.1253,66.2026
2198.8223,483.1253,67.6747
2196.0659,483.1253,68.4879
2201.0142,483.1253,68.6785
2203.707,483.1253,68.9214
2206.6069,483.1253,69.4316
2219.4126,483.1253,69.749
2218.4919,483.1253,69.749
2222.6064,483.1253,69.749
2219.4978,483.1253,69.749
2210.1133,483.1253,69.8258
2203.3264,483.1253,69.9265
2204.1384,483.1253,69.8595
2202.5425,483.1253,69.7825
2218.2292,483.1253,68.8552
2220.6597,483.1253,66.6437
2216.009,483.1253,65.6194
2226.1978,483.1253,64.5996
2235.5164,483.1253,61.6515
2245.1467,483.1253,60.972
2251.2627,483.1253,60.0355
2263.7917,480.246,58.4937
2276.2644,464.364,56.2725
2263.0601,446.0168,56.1812
2263.6917,436.1349,55.7901
2252.0925,430.7303,55.7071
2257.0654,427.5059,55.7174
2248.6023,426.672,55.9544
2233.6692,428.2291,57.5812
2243.6418,430.4193,58.0855
2247.9517,432.7116,58.5396
2248.7759,434.1885,58.5396
2233.4243,434.1347,58.5363
2236.9001,433.6368,58.0692
2246.04,434.8751,56.2353
2250.481,435.8187,56.2233
2260.3931,437.0279,56.2233
2252.7529,439.6277,57.4765
2257.77,439.6652,58.6803
2262.584,440.0931,58.7881
2243.614,446.0179,60.3125
2230.3003,446.4051,61.8808
2237.4697,446.7081,62.749
2253.7913,446.8806,62.8532
2266.3367,444.5633,62.2002
2263.9067,445.0021,62.0699
2250.9023,446.5115,62.4373
2237.199,447.5244,62.5293
2228.0891,447.8198,62.5293
2238.7075,449.645,62.5293
2240.2332,452.2436,61.6131
2241.8923,454.4776,61.2801
2231.6575,456.4832,61.1724
2231.8091,456.815,61.1278
2220.4666,455.438,61.1278
2229.5874,454.8032,61.1243
2246.1553,455.3773,61.1224
2245.2202,457.7188,61.1224
2242.8103,461.0488,61.1224
2236.5146,464.1005,60.639
2232.8323,467.0787,60.308
2236.9612,470.2084,60.308
2237.741,470.8198,60.308
2222.6018,468.8515,61.1939
2213.2239,466.1569,62.8322
2215.8013,463.3094,63.9396
2225.4932,460.0836,64.4584
2238.4819,457.4138,64.4807
2234.7649,455.2935,64.2562
2222.5066,454.1102,64.2931
2212.6409,455.4296,64.402
2207.6396,457.7881,64.4881
2211.8696,460.6471,64.928
2221.4172,464.2086,65.6984
2223.4585,468.8534,65.8251
2219.2334,472.8529,66.0379
2236.5479,476.4613,66.5279
2242.5486,478.5242,66.6031
2255.8203,477.0175,66.13
2247.2639,473.8859,65.0657
2240.0342,470.8603,63.942
2248.9282,469.1186,62.4791
2249.4055,466.2104,62.4766
2232.4412,461.8479,62.4683
2232.658,457.875,62.4704
2229.0681,453.014,62.6649
2209.8223,448.9482,63.5507
2204.0537,450.0369,63.5723
2201.4773,453.7546,63.8099
2210.4739,457.2122,64.6184
2216.4333,463.5749,64.9182
2208.1201,468.2211,65.093
2209.5671,472.7976,65.093
2209.564,476.2255,65.093
2190.8276,476.1929,65.0922
2200.5159,476.144,65.0672
2223.7,477.3727,64.8933
2218.6001,479.2983,64.4651
2230.8386,487.7513,64.4651
2246.3696,486.7094,64.3704
2261.0132,481.3162,64.4606
2272.1528,474.8051,64.9759
2284.6794,448.1194,65.0124
2275.3625,437.1527,65.0124
2220.5537,422.9507,65.2669
2219.814,424.3218,65.5333
2225.053,433.4093,65.3385
2237.3096,444.5887,65.2993
2255.7925,462.3529,65.5209
2263.3145,462.1171,65.5672
2253.3477,463.3587,64.7752
2251.3508,466.1299,64.5693
2245.593,463.2707,64.5693
2232.1985,464.8667,64.355
2231.6423,466.7716,64.2823
2248.8103,468.1575,64.2823
2252.1497,467.8295,64.5322
2229.5088,466.4433,64.6427
2229.1726,465.9045,64.6427
2225.7847,466.5305,64.6427
2222.8833,467.1128,64.306
2222.7571,467.2141,63.2956
2227.5007,467.1212,62.7819
2228.4004,466.3181,62.7579
2231.0337,464.6878,62.741
2230.6252,462.5739,62.741
2229.6868,460.4694,62.741
2234.6182,459.2138,62.3765
2231.3193,459.6547,63.3175
2230.4158,461.1017,64.5607
2235.6052,462.8279,64.5607
2229.6938,464.8067,66.5648
2231.1079,466.8497,69.3743
2238.043,468.8047,70.1489
2227.1008,471.0763,70.6031
2221.373,473.9717,70.7341
2227.7048,477.6398,70.4142
2226.3943,480.6682,69.3646
2215.2097,479.613,68.031
2206.3904,477.8911,66.975
2201.6655,474.7741,66.4427
2212.2717,470.5146,66.6746
2231.2188,467.9301,67.5949
2225.2024,466.693,68.5232
2217.9956,465.9456,68.5232
2222.968,467.3154,68.4184
2218.5466,470.1624,68.0738
2228.7786,473.6638,68.0738
2219.9385,476.4253,68.3246
2211.9673,477.5325,69.5519
2213.7563,474.7372,70.2301
2206.6655,471.4799,70.2301
2199.0598,471.8545,69.8651
2207.5251,473.3511,67.199
2213.626,476.3397,67.199
2213.6511,477.0067,67.2626
2209.4128,475.3768,68.0668
2190.4543,473.0047,68.0668
2199.335,471.1214,67.9616
2215.188,470.2248,64.1387
2227.7998,467.4941,62.2736
2219.0574,463.9341,58.152
2225.3281,461.0888,57.2701
2239.2297,454.1767,56.9797
2237.2437,448.242,56.8821
2247.4795,443.8311,56.8772
2262.6394,440.0322,56.9607
2262.0344,438.1548,58.0013
2240.6716,436.8342,59.6327
2238.8403,434.7866,60.0047
2243.6582,432.136,60.0303
2239.4175,429.8962,60.0303
2242.1428,429.7753,59.4185
2246.2007,430.2906,59.2784
2229.2966,431.1479,59.2784
2214.9919,432.254,59.3526
2222.573,431.9048,59.3752
2233.042,433.0727,60.0486
2242.0835,435.0881,60.3443
2261.1362,435.0594,60.496
2270.4734,433.1663,60.5508
2271.3306,430.8687,60.6882
2284.333,424.223,61.0123
2263.3867,418.4861,61.1488
2249.0166,418.7993,60.9019
2253.3198,423.1313,60.9414
2266.1062,429.6779,61.0623
2272.5542,434.1273,61.0623
2262.8154,435.1209,63.2052
2259.209,436.0876,66.1921
2256.0381,436.8414,67.2726
2250.6538,436.3398,67.2726
2247.1482,435.5338,65.5372
2244.6006,435.5421,62.3921
2244.0334,436.3213,60.4833
2251.24,436.7469,59.9573
2260.2871,436.9291,59.9184
2261.634,436.896,59.9475
2258.3579,435.6941,60.0468
2241.9363,433.7135,60.6795
2234.9729,432.3007,61.6627
2221.313,431.5528,62.0316
2207.9983,433.0344,62.4947
2204.3523,436.5783,63.1523
2209.272,439.6066,63.9311
2224.9551,440.9982,64.0964
2238.2583,443.2198,64.2752
2232.731,445.6509,64.7504
2237.3618,446.3064,64.7504
2253.7888,445.9624,64.6467
2271.7012,445.3237,64.2936
2262.3987,444.7776,64.2936
2254.4497,445.3173,64.6841
2262.3606,446.6584,66.6282
2253.9192,447.5416,67.0833
2261.3672,446.8944,67.0833
2264.8308,446.273,66.9837
2271.5571,446.4173,66.1979
2265.5383,446.5747,66.0374
2254.4714,446.7074,64.9458
2221.9514,447.7027,63.3185
2223.1436,449.1279,60.3321
2227.134,450.4466,59.3329
2215.3,452.3937,58.321
2207.6001,452.6112,58.321
2218.6543,450.6923,59.3337
2234.2664,449.8633,61.2565
2256.4473,447.9975,61.3224
2264.9692,446.118,61.3224
2223.9963,447.7559,60.1575
2222.395,451.5663,57.2737
2218.6108,455.5952,56.2317
2213.0339,461.7715,55.3897
2211.532,458.7194,55.2817
2224.6738,456.433,55.5233
2240.3496,453.5562,55.5693
2246.5691,451.9904,57.2529
2250.5732,449.5057,58.3117
2261.5356,447.9234,59.2499
2263.2842,445.9759,59.5395
2264.1697,445.1581,59.6368
2250.6492,446.7966,59.8583
2247.3267,449.5733,59.9318
2257.0466,452.3078,59.8277
2258.1431,456.384,59.8838
2251.6665,459.8393,60.0815
2252.2695,461.4063,59.914
2242.5981,462.0643,59.7817
2238.3938,463.4035,56.4002
2242.6003,466.0874,53.0815
2229.7275,469.2011,51.5867
2215.3196,468.7533,49.9341
2216.4082,460.5492,46.4111
2228.3906,449.3977,41.5326
2234.9634,437.7106,37.6199
2225.8914,427.0142,36.2315
2208.9958,423.0492,36.2315
2190.6973,427.5309,37.2553
2169.5557,436.0062,40.0824
2158.6853,439.7722,42.8314
2169.0164,432.9379,43.7379
2175.8181,420.9124,43.7379
2167.2432,412.676,42.6134
2161.3936,411.492,40.8613
2160.4395,419.3454,39.9945
2151.5967,430.3592,38.4339
2142.2214,434.1953,37.8634
2119.4548,436.6957,36.9754
2083.219,439.3903,36.9754
2044.9172,445.1755,36.5829
2017.7301,447.4333,36.0648
1982.986,445.0731,37.4163
1977.7662,448.0651,37.4286
1993.916,459.6635,37.4286
2032.9594,478.3973,37.4286
2130.2056,473.8321,37.022
2139.751,459.6862,35.1322
2142.6475,442.3242,34.5112
2117.8591,430.5482,34.2366
2075.1104,427.6292,32.8678
2060.5037,426.3948,30.0781
2033.4675,429.9282,30.0781
2013.8951,431.736,30.178
2024.8757,436.2791,31.5645
2042.8525,430.5346,33.8945
2059.8936,431.3737,34.3803
2113.9419,440.8929,34.7911
2105.6001,434.1283,34.8374
2114.2434,415.9143,34.8374
2099.9888,382.5132,34.8374
2063.8838,388.8107,34.8374
2070.5417,387.2361,34.8374
2099.1738,400.6475,34.647
2118.7605,414.8724,34.632
2159.2632,418.3354,34.1285
2182.0349,430.256,33.7581
2169.5952,443.4191,33.7159
2172.4668,435.3579,33.3964
2176.1509,398.6319,31.2605
2156.1245,392.9592,30.1159
2155.481,399.1257,29.9484
2159.0964,422.5573,28.5495
2143.3889,431.0186,28.1705
2133.6514,434.8505,28.6241
2124.6182,437.0585,29.721
2109.7324,436.0186,30.9355
2066.769,437.1278,33.6962
2051.9302,436.6942,35.5311
2058.6646,433.5307,37.1356
2071.1741,433.7057,38.6447
2096.0466,435.7523,39.1301
2128.1887,437.6301,39.1301
2134.0232,438.2199,39.1292
2124.5967,436.9162,38.0333
2129.9338,431.6012,37.0987
2144.8445,430.2285,36.3591
2161.4609,435.8275,35.8857
2176.9126,438.8924,35.8857
2183.3,437.4559,36.8675
2181.8196,432.4926,37.7971
2187.2158,431.5955,37.9041
2187.7471,436.4236,37.9159
2168.7563,439.6646,37.5898
2137.8918,442.7061,37.2237
2112.8787,434.2177,36.3183
2114.301,404.1538,35.2369
2115.687,376.2096,35.2369
2074.6978,368.5474,35.2369
2000.8937,368.1147,35.2369
1957.394,384.0179,34.6272
1934.6425,418.2471,32.56
1914.5085,441.2507,30.7541
1900.5133,458.0703,30.7541
1868.4359,462.8305,30.8477
1836.7627,465.9285,31.8779
1849.8467,461.5808,34.8972
1870.1681,459.6636,37.6417
1904.4059,463.8643,39.7831
1977.6318,466.6587,41.7687
1997.8745,464.4598,41.8141
2033.4237,457.9749,41.8702
2042.5155,443.1686,41.8702
2052.4585,438.8706,41.8445
2057.1855,438.3263,41.6675
2065.3259,439.7149,41.6675
2078.5229,443.5529,41.8391
2093.9001,442.7525,43.8076
2097.4346,438.6219,43.8076
2112.9175,431.309,43.7633
2127.5791,422.4417,42.4779
2104,420.2818,42.2585
2111,420.4974,42.2585
2119.7839,425.4821,42.2585
2125.8958,437.2487,43.6559
2120.6643,442.6238,43.7035
2112.9309,444.5359,43.7035
2102.0979,444.956,43.5057
2113.8958,442.4058,43.4885
2130.5425,439.756,43.4675
2157.394,440.0264,43.4648
2167.4866,441.4153,43.7478
2173.9768,444.1598,45.3273
2169.0479,442.9988,48.2973
2205.1677,436.3128,49.4578
2235.9165,432.7027,49.601
2260.0916,429.5141,49.601
2263.9043,424.398,50.5551
2265.2673,420.9001,51.2841
2273.823,418.8352,51.429
2274.9446,421.2745,53.8117
2281.2046,424.8512,54.7681
2274.9128,426.3551,54.7681
2272.4338,427.4701,53.5909
2265.1221,430.122,53.0026
2257.6228,432.2836,52.6526
2256.2681,433.0537,52.45
2251.2192,433.1996,52.7816
2251.6919,433.7161,53.345
2253.9331,433.8224,53.5859
2250.3462,434.486,56.179
2247.6934,435.5992,58.4712
2257.2708,435.6038,58.6448
2263.5132,435.2401,59.1831
2257.9307,435.5732,59.7068
2272.6531,436.4576,59.3588
2288.1926,437.826,58.574
2284.1445,439.3554,57.819
2281.4175,440.3222,56.7887
2286.9111,440.3901,55.7614
2302.9426,439.727,55.2222
2299.2627,438.2813,54.6454
2289.6116,436.3587,54.6431
2279.1602,435.016,54.1255
2274.1667,432.6551,53.1591
2279.2312,431.9775,53.1591
2281.8308,432.1004,53.2009
2280.4253,431.539,53.3127
2276.5815,430.3768,53.3419
2255.1345,429.1455,53.3419
2245.8167,426.9433,53.0908
2263.1223,428.2463,51.5575
2277.9197,430.0995,48.9461
2274.8093,431.7218,48.9461
2265.5137,431.3388,48.9838
2252.741,429.096,49.2699
2251.0115,424.3115,49.8162
2269.9238,420.6206,49.8644
2261.6663,418.4098,49.7903
2229.0056,416.549,48.9065
2240.3069,416.3044,46.1023
2248.9263,417.4681,46.0514
2243.4392,418.3181,45.9815
2227.9148,418.9125,45.3655
2235.812,419.6073,45.0799
2251.8999,420.0351,45.0799
2246.6343,423.8073,45.0799
2253.9016,425.689,45.0799
2264.5654,430.114,45.2875
2272.1978,431.6746,45.2961
2259.1619,429.92,44.9768
2265.5015,426.986,44.6111
2265.5745,425.1288,44.912
2265.5879,427.2565,44.9516
2252.7695,426.8669,46.3495
2241.3176,426.8829,48.1727
2230.4304,427.2919,48.4641
2228.7627,427.7543,48.4641
2226.1592,428.6365,46.6695
2229.7507,429.0113,43.705
2242.0964,428.6223,42.1692
2245.4246,428.0611,41.3579
2219.2026,428.517,39.3008
2204.8032,430.095,38.62
2195.1941,432.9246,38.62
2190.6265,435.2711,39.0114
2197.4783,435.5511,40.0406
2215.4148,433.0056,40.4526
2221.7834,428.8656,40.4526
2214.8323,427.4359,41.0621
